,index,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_code,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),AG saturés (g/100 g),AG monoinsaturés (g/100 g),AG polyinsaturés (g/100 g),"AG 4:0, butyrique (g/100 g)","AG 6:0, caproïque (g/100 g)","AG 8:0, caprylique (g/100 g)","AG 10:0, caprique (g/100 g)","AG 12:0, laurique (g/100 g)","AG 14:0, myristique (g/100 g)","AG 16:0, palmitique (g/100 g)","AG 18:0, stéarique (g/100 g)","AG 18:1 9c (n-9), oléique (g/100 g)","AG 18:2 9c,12c (n-6), linoléique (g/100 g)","AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g)",Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g),Nom du Produit en Français,LCI Name,DQR - Note de qualité de la donnée (1 excellente ; 5 très faible),Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
1060,1100,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28900,125.0,527.0,125.0,73.3,20.8,20.8,0.81,4.28,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,2.78,0.0,0.0,1.58,1.12,0.34,0.0,0.0,0.0,0.0021,0.0,0.03,0.55,0.25,1.12,0.24,0.012,0.0084,0.064,0.01,39.8,1.79,20.0,935.0,0.2,0.54,5.0,22.5,0.2,193.0,362.0,10.4,749.0,2.0,0.0,0.0,0.5,0.25,0.0,0.0,18.1,0.54,0.2,5.73,0.4,0.3,16.0,0.31,"Jambon cuit, supérieur","Cooked ham, superior quality",2.45,0.95,6.34,0.54,2.94,14.02,0.9,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
1061,1101,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28901,137.0,576.0,137.0,72.2,20.2,20.2,0.91,5.82,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,2.49,0.0,0.0,2.13,2.72,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.051,0.0,0.0,0.0,0.0,1.87,0.0,1480.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Jambon cuit, supérieur, avec couenne","Cooked ham, superior quality, with rind",2.45,0.95,6.34,0.54,2.94,14.02,0.9,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
1062,1102,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28902,117.0,492.0,117.0,73.0,20.5,20.5,0.77,3.52,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,2.97,0.0,0.0,1.36,1.42,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.87,14.0,1090.0,0.0,1.5,0.0,0.0,0.0,135.0,440.0,0.0,742.0,6.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.52,0.25,2.6,0.0,0.22,0.0,0.0,"Jambon cuit, supérieur, découenné","Cooked ham, superior quality, rind less",2.45,0.95,6.34,0.54,2.94,14.02,0.9,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
1063,1103,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28905,238.0,992.0,238.0,58.4,21.6,21.6,0.3,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,5.98,7.88,1.81,0.0,0.0,0.0,0.0,0.03,0.12,3.75,1.96,0.0,0.0,0.0,0.0,0.0,0.0,62.0,2.97,7.0,0.0,0.083,0.87,0.0,19.0,0.014,214.0,286.0,0.0,1190.0,2.32,0.0,0.0,0.7,0.36,0.0,0.0,0.0,0.6,0.22,4.46,0.46,0.38,3.0,0.64,Jambon à l'os braisé,Braised ham on the bone,2.45,1.2,8.03,0.67,3.68,17.61,1.12,0.16,0.69,1.42,37.21,449.49,175.36,6.67,112.95,9.96
1064,1104,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28906,119.0,501.0,119.0,72.8,20.3,20.3,1.03,3.66,0.82,0.3,0.0,0.4,0.3,0.3,0.3,0.0,0.32,0.0,2.77,0.0,0.0,1.24,0.98,0.3,0.05,0.05,0.05,0.0,0.0,0.026,0.49,0.24,0.8,0.22,0.012,0.032,0.0,0.0,57.0,1.82,20.0,1130.0,0.2,0.8,6.0,22.6,0.2,210.0,313.0,11.0,722.0,2.2,0.0,0.0,0.7,0.17,0.0,0.0,0.0,0.64,0.27,5.6,0.7,0.3,2.7,0.32,"Jambon cuit, supérieur, découenné dégraissé","Cooked ham, superior quality, rind less and fatless",2.45,0.95,6.34,0.54,2.94,14.02,0.9,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
1065,1105,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28907,121.0,509.0,121.0,0.0,20.8,20.8,0.74,3.83,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,1.48,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Jambon cuit, supérieur, à teneur réduite en sel","Cooked ham, superior quality, reduced salt",2.45,0.95,6.34,0.54,2.94,14.02,0.9,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
1066,1106,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28910,125.0,528.0,125.0,72.3,19.5,19.5,1.7,4.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,3.74,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,1330.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Jambon cuit, choix","Cooked ham, choice",2.45,0.95,6.34,0.54,2.94,14.02,0.9,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
1067,1107,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28911,121.0,507.0,121.0,71.7,18.0,18.0,1.93,4.5,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.16,0.0,0.0,1.4,2.31,0.58,0.0,0.0,0.0,0.018,0.012,0.054,0.89,0.43,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.33,11.0,1670.0,0.13,1.08,0.0,16.0,0.03,143.0,292.0,0.0,950.0,2.94,0.0,0.0,0.9,0.26,0.0,0.0,0.0,0.73,0.23,4.8,0.65,0.37,4.0,1.11,"Épaule de porc, cuite, choix, découennée dégraissée","Cooked pork shoulder, choice",2.45,0.95,6.34,0.54,2.94,14.02,0.9,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
1068,1108,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28912,137.0,572.0,137.0,71.5,19.4,19.4,0.55,6.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Jambon cuit, choix, avec couenne","Cooked ham, choice, w rind",2.45,0.95,6.34,0.54,2.94,14.02,0.9,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
1069,1109,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28913,114.0,481.0,114.0,72.1,19.6,19.6,1.61,3.24,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,3.03,0.0,0.0,1.18,1.07,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,10.0,1040.0,0.0,0.0,0.0,0.0,0.0,145.0,358.0,0.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Jambon cuit, choix, découenné dégraissé","Cooked ham, choice, rind less and fatless",2.45,0.95,6.34,0.54,2.94,14.02,0.9,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
1070,1110,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28917,182.0,761.0,182.0,66.0,20.3,20.3,1.4,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rond de jambon cuit,"Round of ham, cooked",2.45,1.2,8.03,0.67,3.68,17.61,1.12,0.16,0.69,1.42,37.21,449.49,175.36,6.67,112.95,9.96
1071,1111,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28922,121.0,508.0,121.0,0.0,17.9,17.9,2.08,4.46,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,2.06,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Dés, allumettes, râpé ou haché de jambon","Ham in cube, grated or minced",2.45,0.95,6.34,0.54,2.94,14.02,0.9,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
1072,1112,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28924,123.0,515.0,123.0,71.8,13.7,13.7,3.58,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,2.17,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.035,0.0,0.0,0.0,0.0,3.62,0.0,1730.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Épaule de porc, cuite, standard, découennée dégraissée","Cooked pork shoulder, standard, rind less and fatless",2.45,0.95,6.34,0.54,2.94,14.02,0.9,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
1073,1113,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28925,115.0,485.0,115.0,0.0,20.0,20.0,1.08,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Jambon cuit, de Paris, découenné dégraissé","Cooked ham, Parisian-style, rind less and fatless",2.45,0.95,6.34,0.54,2.94,14.02,0.9,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
1074,1114,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28929,132.0,554.0,132.0,0.0,18.0,18.0,1.58,5.88,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.2,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Dés, allumettes, râpé ou haché de jambon de volaille","Poultry ham in cube, grated or minced",3.11,0.82,5.47,0.5,0.78,16.87,0.74,0.11,0.44,1.32,24.88,311.11,163.14,6.04,61.1,8.54
1075,1115,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28960,162.0,679.0,162.0,65.5,23.2,23.2,0.4,7.52,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,2.93,2.47,0.0,0.0,0.0,0.0,0.0072,0.0054,0.065,1.19,0.83,2.47,0.56,0.038,0.072,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.81,4.2,0.0,0.29,0.0,0.32,"Jambonneau, cuit","Knuckle of ham, cooked",2.45,1.2,8.03,0.67,3.68,17.61,1.12,0.16,0.69,1.42,37.21,449.49,175.36,6.67,112.95,9.96
1076,1116,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28963,106.0,446.0,106.0,74.3,20.7,20.7,1.39,1.79,1.13,0.2,0.0,0.5,0.2,0.2,0.4,0.0,0.53,0.0,2.99,0.0,0.0,0.54,0.61,0.39,0.0,0.0,0.0,0.0,0.0057,0.0099,0.3,0.095,0.5,0.28,0.027,0.024,0.0043,0.0071,57.8,1.86,6.3,1150.0,0.04,0.34,20.0,29.0,0.01,240.0,380.0,50.0,766.0,0.58,21.0,0.0,0.5,0.51,0.8,0.0,17.9,0.086,0.08,9.62,1.16,0.3,5.64,0.29,Jambon de poulet ou Blanc de poulet en tranche,"Chicken cooked ham, in slices",2.66,0.82,5.47,0.5,0.78,16.87,0.74,0.11,0.44,1.32,24.88,311.11,163.14,6.04,61.1,8.54
1077,1117,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28964,104.0,441.0,104.0,74.0,20.9,20.9,1.29,1.67,1.08,0.2,0.0,0.3,0.2,0.2,0.4,0.0,0.39,0.0,3.05,0.0,0.0,0.54,0.57,0.46,0.0,0.0,0.0,0.0,0.003,0.011,0.36,0.1,0.47,0.39,0.032,0.017,0.0015,0.003,39.3,1.9,7.1,1140.0,0.04,0.35,20.0,26.0,0.02,230.0,370.0,50.0,763.0,0.92,21.0,0.0,0.5,0.11,0.8,0.0,26.3,0.058,0.065,8.86,0.61,0.35,17.3,0.6,Jambon de dinde ou Blanc de dinde en tranche,"Turkey cooked ham, in slices",3.11,0.82,5.47,0.5,0.78,16.87,0.74,0.11,0.44,1.32,24.88,311.11,163.14,6.04,61.1,8.54
1078,1118,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28800,225.0,939.0,225.0,50.1,25.9,25.9,0.76,13.2,0.75,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,6.57,0.0,0.0,5.09,6.07,1.57,0.0,0.0,0.0,0.017,0.01,0.15,2.63,2.28,5.05,1.24,0.1,0.059,0.001,0.004,72.2,5.67,10.4,3210.0,0.079,0.97,1.2,36.2,0.012,228.0,591.0,5.66,2250.0,2.37,0.0,0.0,0.6,0.21,0.0,0.0,13.0,0.89,0.21,8.1,0.0,0.56,1.24,0.33,Jambon cru,"Cured ham, raw",2.51,1.92,12.65,1.08,6.55,26.19,1.8,0.26,1.13,2.17,59.89,753.48,285.52,10.36,178.05,17.76
1079,1119,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28801,246.0,1020.0,246.0,55.8,24.2,24.2,0.98,16.1,0.53,0.15,0.0,0.15,0.0,0.15,0.15,0.0,0.0,0.0,5.74,0.0,0.0,6.72,7.12,1.8,0.0,0.0,0.0,0.008,0.015,0.2,3.46,1.03,5.95,1.44,0.11,0.064,0.0,0.0025,88.0,5.17,5.16,0.0,0.1,0.9,5.0,20.0,0.1,275.0,256.0,24.2,2050.0,0.28,0.0,0.0,0.5,0.03,0.0,0.0,0.0,0.41,0.19,3.4,0.6,0.4,1.5,1.0,"Jambon cru, fumé","Cured ham, raw, smoked",2.95,1.92,12.65,1.08,6.55,26.19,1.8,0.26,1.13,2.17,59.89,753.48,285.52,10.36,178.05,17.76
1080,1120,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28802,192.0,804.0,192.0,56.2,26.3,26.3,0.3,9.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,0.0,0.0,3.47,4.55,1.03,0.0,0.0,0.0,0.0,0.015,0.18,3.05,0.0,4.55,0.0,0.0,0.0,0.0,0.0,66.4,6.09,0.0,3280.0,0.0,1.4,1.2,0.0,0.0,230.0,0.0,0.0,2410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.3,8.7,0.0,0.6,0.0,0.5,"Jambon sec, découenné, dégraissé","Dry-cured ham, fat and rind removed",2.51,2.41,15.91,1.35,8.19,32.81,2.25,0.32,1.41,2.73,74.95,941.9,358.58,12.95,222.62,22.2
1081,1121,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28804,142.0,598.0,142.0,63.9,27.7,27.7,0.1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.71,1.21,0.4,0.0,0.0,0.0,0.0,0.0,0.03,0.49,0.0,0.94,0.29,0.02,0.04,0.0,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Jambon cru, fumé, allégé en matière grasse","Cured ham, raw, smoked, reduced fat",2.95,1.92,12.65,1.08,6.55,26.19,1.8,0.26,1.13,2.17,59.89,753.48,285.52,10.36,178.05,17.76
1082,1122,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28811,228.0,953.0,228.0,48.6,28.0,28.0,0.63,12.6,0.5,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,6.3,0.0,0.0,4.93,5.79,1.31,0.0,0.0,0.0,0.0,0.01,0.2,3.57,0.0,5.79,1.17,0.076,0.065,0.0014,0.0,0.0,5.75,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,0.0,2270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jambon de Bayonne,"Bayonne Cured ham, raw, smoked",2.51,1.92,12.65,1.08,6.55,26.19,1.8,0.26,1.13,2.17,59.89,753.48,285.52,10.36,178.05,17.76
1083,1123,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28812,230.0,961.0,230.0,53.2,28.7,28.7,0.48,12.6,0.33,0.3,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,7.33,0.0,0.0,4.99,5.87,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.039,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jambon sec,Dry-cured ham,2.51,2.41,15.91,1.35,8.19,32.81,2.25,0.32,1.41,2.73,74.95,941.9,358.58,12.95,222.62,22.2
1084,1124,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28844,248.0,1040.0,248.0,52.2,27.2,27.2,0.3,15.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,0.0,0.0,5.42,7.69,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,16.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jambon sec de Parme,Parma dry-cured ham,2.51,2.41,15.91,1.35,8.19,32.81,2.25,0.32,1.41,2.73,74.95,941.9,358.58,12.95,222.62,22.2
1085,1125,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28845,235.0,985.0,235.0,54.1,30.4,30.4,0.76,12.3,0.36,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,5.02,0.0,0.0,5.2,5.29,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.065,0.0,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jambon sec Serrano,Serrano dry-cured ham,2.51,2.41,15.91,1.35,8.19,32.81,2.25,0.32,1.41,2.73,74.95,941.9,358.58,12.95,222.62,22.2
1086,1126,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28850,284.0,1180.0,284.0,0.0,25.0,25.0,1.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,6.83,5.92,0.0,0.0,0.0,0.0,0.014,0.014,0.2,3.46,1.94,5.92,1.61,0.063,0.057,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coppa,Coppa,2.51,2.41,15.91,1.35,8.19,32.81,2.25,0.32,1.41,2.73,74.95,941.9,358.58,12.95,222.62,22.2
1087,1127,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,28858,342.0,1420.0,342.0,43.9,20.2,20.2,0.75,28.8,0.43,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,4.7,0.0,0.0,12.5,11.7,3.17,0.01,0.01,0.01,0.028,0.028,0.43,7.67,4.36,11.7,2.95,0.15,0.066,0.01,0.01,75.2,4.14,6.2,2190.0,0.06,0.71,20.0,18.0,0.05,160.0,370.0,20.0,1650.0,2.5,21.0,0.0,0.66,0.94,0.8,0.0,14.3,0.51,0.12,4.54,0.84,0.27,18.3,0.93,Pancetta ou Poitrine roulée sèche,"Pancetta, dried",2.51,2.41,15.91,1.35,8.19,32.81,2.25,0.32,1.41,2.73,74.95,941.9,358.58,12.95,222.62,22.2
1088,1128,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30300,418.0,1730.0,418.0,30.0,24.2,24.2,2.41,34.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.73,0.0,6.46,0.0,0.0,11.3,14.2,3.73,0.0,0.0,0.0,0.03,0.023,0.37,6.68,4.18,13.7,3.04,0.21,0.098,0.0078,0.016,99.4,4.75,14.4,3000.0,0.099,1.27,7.0,32.0,0.12,237.0,583.0,10.0,1900.0,2.7,0.0,0.0,0.5,0.16,0.0,0.0,5.0,0.62,0.37,8.55,0.0,0.43,1.64,0.67,Saucisson sec,Dry sausage,2.1,0.84,5.4,0.5,3.06,11.75,0.78,0.11,0.48,0.92,25.64,321.76,126.29,4.71,82.18,10.08
1089,1129,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30301,417.0,1730.0,417.0,32.8,28.7,28.7,1.79,32.3,1.4,0.1,0.12,0.13,1.15,0.1,0.1,0.0,0.0,0.0,5.89,0.0,1.5,12.2,14.6,4.06,0.01,0.01,0.01,0.02,0.03,0.42,7.38,4.15,11.8,3.42,0.27,0.07,0.01,0.01,99.3,4.46,15.8,2990.0,0.4,1.68,4.1,26.7,0.2,243.0,525.0,11.8,1780.0,3.6,0.0,0.0,0.55,0.58,0.0,0.0,5.0,0.6,0.3,8.64,0.0,0.43,1.35,0.68,Saucisson sec pur porc,"Dry sausage, pure pork",2.53,0.84,5.4,0.5,3.06,11.75,0.78,0.11,0.48,0.92,25.64,321.76,126.29,4.71,82.18,10.08
1090,1130,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30302,366.0,1520.0,366.0,36.9,27.7,27.7,1.65,27.6,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.45,0.0,0.0,10.9,12.6,3.18,0.0,0.0,0.0,0.02,0.02,0.36,6.59,3.72,0.0,2.54,0.2,0.0,0.0,0.0,100.0,4.22,20.0,0.0,0.3,1.6,0.0,29.5,0.2,260.0,510.0,5.0,1790.0,3.5,0.0,0.0,0.45,0.74,0.0,0.0,5.0,0.7,0.0,8.2,0.0,0.45,2.8,0.66,"Saucisson sec pur porc, qualité supérieure","Dry sausage, pure pork, superior quality",2.53,0.84,5.4,0.5,3.06,11.75,0.78,0.11,0.48,0.92,25.64,321.76,126.29,4.71,82.18,10.08
